Repl,inline-functions,unswitch-loops,predictive-commoning,gcse-after-reload,tree-loop-distribute-patterns,tree-slp-vectorize,vect-cost-model,tree-partial-pre,ipa-cp-clone,Best Rate,Avg Time
2,0,0,0,1,1,1,1,1,0,6861.0,0.023489
0,0,0,0,1,1,1,1,1,1,3843.6,0.04617
1,0,0,0,1,1,1,1,1,1,6078.4,0.036931
2,0,0,0,1,1,1,1,1,1,5499.1,0.043557
0,0,0,1,0,0,0,0,0,0,6706.6,0.02457
1,0,0,1,0,0,0,0,0,0,6701.0,0.024449
2,0,0,1,0,0,0,0,0,0,6612.4,0.024465
0,0,0,1,0,0,0,0,0,1,4393.3,0.041172
1,0,0,1,0,0,0,0,0,1,5065.7,0.039172
2,0,0,1,0,0,0,0,0,1,4691.1,0.038123
0,0,0,1,0,0,0,0,1,0,6710.3,0.02456
1,0,0,1,0,0,0,0,1,0,6763.0,0.024304
2,0,0,1,0,0,0,0,1,0,6730.6,0.025008
0,0,0,1,0,0,0,0,1,1,4447.8,0.040594
1,0,0,1,0,0,0,0,1,1,4473.7,0.040418
2,0,0,1,0,0,0,0,1,1,4613.5,0.041605
0,0,0,1,0,0,0,1,0,0,6682.2,0.024789
1,0,0,1,0,0,0,1,0,0,6732.8,0.024274
2,0,0,1,0,0,0,1,0,0,6699.6,0.024482
0,0,0,1,0,0,0,1,0,1,4863.1,0.040197
1,0,0,1,0,0,0,1,0,1,5018.3,0.041365
2,0,0,1,0,0,0,1,0,1,4415.3,0.040704
0,0,0,1,0,0,0,1,1,0,6788.3,0.02396
1,0,0,1,0,0,0,1,1,0,6824.7,0.023772
2,0,0,1,0,0,0,1,1,0,6860.2,0.023709
0,0,0,1,0,0,0,1,1,1,5276.0,0.035996
1,0,0,1,0,0,0,1,1,1,4933.7,0.038651
2,0,0,1,0,0,0,1,1,1,5779.7,0.03701
0,0,0,1,0,0,1,0,0,0,6632.1,0.026989
1,0,0,1,0,0,1,0,0,0,6657.8,0.024688
2,0,0,1,0,0,1,0,0,0,6654.5,0.024294
0,0,0,1,0,0,1,0,0,1,4032.7,0.042374
1,0,0,1,0,0,1,0,0,1,4386.6,0.041252
2,0,0,1,0,0,1,0,0,1,4305.1,0.042032
0,0,0,1,0,0,1,0,1,0,6842.3,0.023869
1,0,0,1,0,0,1,0,1,0,6866.4,0.023757
2,0,0,1,0,0,1,0,1,0,6809.3,0.023858
0,0,0,1,0,0,1,0,1,1,4358.0,0.044769
1,0,0,1,0,0,1,0,1,1,4677.8,0.045293
2,0,0,1,0,0,1,0,1,1,4468.5,0.044407
0,0,0,1,0,0,1,1,0,0,6728.4,0.024138
1,0,0,1,0,0,1,1,0,0,6730.6,0.024301
2,0,0,1,0,0,1,1,0,0,6656.7,0.02502
0,0,0,1,0,0,1,1,0,1,4585.2,0.039245
1,0,0,1,0,0,1,1,0,1,6157.6,0.038948
2,0,0,1,0,0,1,1,0,1,6473.3,0.034068
0,0,0,1,0,0,1,1,1,0,6821.0,0.023671
1,0,0,1,0,0,1,1,1,0,6813.8,0.023708
2,0,0,1,0,0,1,1,1,0,6807.1,0.023861
0,0,0,1,0,0,1,1,1,1,5403.8,0.041533
1,0,0,1,0,0,1,1,1,1,4557.5,0.046077
2,0,0,1,0,0,1,1,1,1,4300.9,0.041368
0,0,0,1,0,1,0,0,0,0,6792.3,0.024044
1,0,0,1,0,1,0,0,0,0,6747.7,0.02428
2,0,0,1,0,1,0,0,0,0,6712.0,0.024295
0,0,0,1,0,1,0,0,0,1,5716.4,0.04037
1,0,0,1,0,1,0,0,0,1,4137.5,0.041585
2,0,0,1,0,1,0,0,0,1,4160.9,0.040751
0,0,0,1,0,1,0,0,1,0,6869.6,0.023712
1,0,0,1,0,1,0,0,1,0,6869.3,0.023453
2,0,0,1,0,1,0,0,1,0,6951.1,0.023409
0,0,0,1,0,1,0,0,1,1,5868.1,0.033633
1,0,0,1,0,1,0,0,1,1,6060.9,0.035423
2,0,0,1,0,1,0,0,1,1,4778.4,0.037641
0,0,0,1,0,1,0,1,0,0,6767.1,0.024659
1,0,0,1,0,1,0,1,0,0,6776.2,0.024079
2,0,0,1,0,1,0,1,0,0,6760.8,0.02418
0,0,0,1,0,1,0,1,0,1,4404.2,0.04034
1,0,0,1,0,1,0,1,0,1,5460.0,0.03861
2,0,0,1,0,1,0,1,0,1,4178.3,0.040542
0,0,0,1,0,1,0,1,1,0,6882.3,0.023504
1,0,0,1,0,1,0,1,1,0,6907.3,0.023514
2,0,0,1,0,1,0,1,1,0,6884.7,0.023484
0,0,0,1,0,1,0,1,1,1,4826.0,0.039709
1,0,0,1,0,1,0,1,1,1,4462.9,0.044574
2,0,0,1,0,1,0,1,1,1,4265.6,0.043938
0,0,0,1,0,1,1,0,0,0,6739.4,0.023968
1,0,0,1,0,1,1,0,0,0,6744.7,0.024329
2,0,0,1,0,1,1,0,0,0,6793.5,0.02453
0,0,0,1,0,1,1,0,0,1,4073.7,0.042163
1,0,0,1,0,1,1,0,0,1,4879.8,0.040194
2,0,0,1,0,1,1,0,0,1,4268.6,0.041243
0,0,0,1,0,1,1,0,1,0,6946.6,0.023365
1,0,0,1,0,1,1,0,1,0,6896.3,0.023533
2,0,0,1,0,1,1,0,1,0,6822.4,0.023664
0,0,0,1,0,1,1,0,1,1,4020.8,0.044275
1,0,0,1,0,1,1,0,1,1,4349.7,0.042617
2,0,0,1,0,1,1,0,1,1,3767.9,0.046627
0,0,0,1,0,1,1,1,0,0,6799.3,0.023889
1,0,0,1,0,1,1,1,0,0,6828.9,0.024087
2,0,0,1,0,1,1,1,0,0,6827.1,0.024312
0,0,0,1,0,1,1,1,0,1,4969.1,0.038271
1,0,0,1,0,1,1,1,0,1,4941.9,0.034395
2,0,0,1,0,1,1,1,0,1,5181.0,0.036308
0,0,0,1,0,1,1,1,1,0,6872.5,0.02338
1,0,0,1,0,1,1,1,1,0,6943.3,0.023479
2,0,0,1,0,1,1,1,1,0,6907.3,0.023403
0,0,0,1,0,1,1,1,1,1,5172.0,0.043399
1,0,0,1,0,1,1,1,1,1,4832.7,0.042434
2,0,0,1,0,1,1,1,1,1,4018.6,0.044725
0,0,0,1,1,0,0,0,0,0,6695.2,0.024568
1,0,0,1,1,0,0,0,0,0,6623.3,0.024365
2,0,0,1,1,0,0,0,0,0,6768.8,0.024289
0,0,0,1,1,0,0,0,0,1,4790.4,0.038396
1,0,0,1,1,0,0,0,0,1,6425.5,0.038555
2,0,0,1,1,0,0,0,0,1,4532.7,0.040484
0,0,0,1,1,0,0,0,1,0,6857.6,0.023505
1,0,0,1,1,0,0,0,1,0,6856.9,0.023612
2,0,0,1,1,0,0,0,1,0,6814.3,0.023643
0,0,0,1,1,0,0,0,1,1,4739.3,0.038707
1,0,0,1,1,0,0,0,1,1,4225.1,0.041474
2,0,0,1,1,0,0,0,1,1,5002.8,0.038675
0,0,0,1,1,0,0,1,0,0,6695.7,0.024301
1,0,0,1,1,0,0,1,0,0,6702.4,0.024423
2,0,0,1,1,0,0,1,0,0,6708.3,0.024542
0,0,0,1,1,0,0,1,0,1,5143.4,0.041017
1,0,0,1,1,0,0,1,0,1,4275.5,0.040665
2,0,0,1,1,0,0,1,0,1,4446.9,0.040892
0,0,0,1,1,0,0,1,1,0,6816.3,0.023744
1,0,0,1,1,0,0,1,1,0,6796.7,0.023744
2,0,0,1,1,0,0,1,1,0,6820.7,0.023706
0,0,0,1,1,0,0,1,1,1,5067.3,0.037039
1,0,0,1,1,0,0,1,1,1,5206.2,0.036215
2,0,0,1,1,0,0,1,1,1,4821.9,0.037096
0,0,0,1,1,0,1,0,0,0,6669.7,0.024303
1,0,0,1,1,0,1,0,0,0,6671.4,0.024408
2,0,0,1,1,0,1,0,0,0,6642.9,0.024549
0,0,0,1,1,0,1,0,0,1,4358.4,0.041975
1,0,0,1,1,0,1,0,0,1,3976.8,0.041967
2,0,0,1,1,0,1,0,0,1,5391.4,0.039065
0,0,0,1,1,0,1,0,1,0,6808.5,0.023847
1,0,0,1,1,0,1,0,1,0,6833.0,0.023621
2,0,0,1,1,0,1,0,1,0,6819.6,0.023676
0,0,0,1,1,0,1,0,1,1,5459.1,0.041667
1,0,0,1,1,0,1,0,1,1,3745.8,0.046086
2,0,0,1,1,0,1,0,1,1,4200.0,0.046397
0,0,0,1,1,0,1,1,0,0,6706.9,0.024209
1,0,0,1,1,0,1,1,0,0,6755.9,0.024186
2,0,0,1,1,0,1,1,0,0,6699.6,0.024625
0,0,0,1,1,0,1,1,0,1,4988.9,0.036989
1,0,0,1,1,0,1,1,0,1,4897.1,0.03722
2,0,0,1,1,0,1,1,0,1,5126.5,0.036292
0,0,0,1,1,0,1,1,1,0,6789.2,0.023802
1,0,0,1,1,0,1,1,1,0,6816.1,0.023793
2,0,0,1,1,0,1,1,1,0,6765.1,0.02386
0,0,0,1,1,0,1,1,1,1,6278.2,0.041503
1,0,0,1,1,0,1,1,1,1,4327.6,0.043264
2,0,0,1,1,0,1,1,1,1,6140.2,0.040041
0,0,0,1,1,1,0,0,0,0,6775.9,0.024115
1,0,0,1,1,1,0,0,0,0,6696.2,0.024573
2,0,0,1,1,1,0,0,0,0,6742.2,0.023974
0,0,0,1,1,1,0,0,0,1,5100.6,0.039498
1,0,0,1,1,1,0,0,0,1,4399.9,0.040889
2,0,0,1,1,1,0,0,0,1,5302.4,0.038538
