Repl,inline-functions,unswitch-loops,predictive-commoning,gcse-after-reload,tree-loop-distribute-patterns,tree-slp-vectorize,vect-cost-model,tree-partial-pre,ipa-cp-clone,Best Rate,Avg Time
2,0,0,1,1,0,1,1,0,1,5703.5,0.036891
0,0,0,1,1,0,1,1,1,0,6927.3,0.023416
1,0,0,1,1,0,1,1,1,0,6983.2,0.023332
2,0,0,1,1,0,1,1,1,0,6975.6,0.023249
0,0,0,1,1,0,1,1,1,1,4222.5,0.045026
1,0,0,1,1,0,1,1,1,1,4408.2,0.043995
2,0,0,1,1,0,1,1,1,1,4142.5,0.046131
0,0,0,1,1,1,0,0,0,0,6862.2,0.023861
1,0,0,1,1,1,0,0,0,0,6839.3,0.023904
2,0,0,1,1,1,0,0,0,0,6828.9,0.023651
0,0,0,1,1,1,0,0,0,1,6441.2,0.038359
1,0,0,1,1,1,0,0,0,1,4687.6,0.039715
2,0,0,1,1,1,0,0,0,1,5858.9,0.040406
0,0,0,1,1,1,0,0,1,0,6984.2,0.023043
1,0,0,1,1,1,0,0,1,0,7016.3,0.023144
2,0,0,1,1,1,0,0,1,0,7014.5,0.023195
0,0,0,1,1,1,0,0,1,1,6079.3,0.03568
1,0,0,1,1,1,0,0,1,1,6320.4,0.034089
2,0,0,1,1,1,0,0,1,1,5747.3,0.035886
0,0,0,1,1,1,0,1,0,0,6870.2,0.023908
1,0,0,1,1,1,0,1,0,0,6909.3,0.023724
2,0,0,1,1,1,0,1,0,0,6946.0,0.023424
0,0,0,1,1,1,0,1,0,1,4462.5,0.040038
1,0,0,1,1,1,0,1,0,1,4647.8,0.040069
2,0,0,1,1,1,0,1,0,1,4386.5,0.039625
0,0,0,1,1,1,0,1,1,0,6971.7,0.023236
1,0,0,1,1,1,0,1,1,0,6971.0,0.02312
2,0,0,1,1,1,0,1,1,0,7000.6,0.023141
0,0,0,1,1,1,0,1,1,1,3860.6,0.046278
1,0,0,1,1,1,0,1,1,1,4570.5,0.043023
2,0,0,1,1,1,0,1,1,1,4882.4,0.042121
0,0,0,1,1,1,1,0,0,0,6762.2,0.024792
1,0,0,1,1,1,1,0,0,0,6927.7,0.024437
2,0,0,1,1,1,1,0,0,0,6865.1,0.02381
0,0,0,1,1,1,1,0,0,1,4929.4,0.038571
1,0,0,1,1,1,1,0,0,1,5060.1,0.03964
2,0,0,1,1,1,1,0,0,1,4286.9,0.040278
0,0,0,1,1,1,1,0,1,0,7023.1,0.023096
1,0,0,1,1,1,1,0,1,0,7007.1,0.023062
2,0,0,1,1,1,1,0,1,0,7017.8,0.023027
0,0,0,1,1,1,1,0,1,1,6357.8,0.034578
1,0,0,1,1,1,1,0,1,1,5265.5,0.037611
2,0,0,1,1,1,1,0,1,1,5682.4,0.035492
0,0,0,1,1,1,1,1,0,0,6497.7,0.027014
1,0,0,1,1,1,1,1,0,0,6854.3,0.024
2,0,0,1,1,1,1,1,0,0,6892.4,0.023666
0,0,0,1,1,1,1,1,0,1,4762.6,0.038421
1,0,0,1,1,1,1,1,0,1,5042.2,0.038463
2,0,0,1,1,1,1,1,0,1,4921.9,0.039502
0,0,0,1,1,1,1,1,1,0,6865.5,0.025977
1,0,0,1,1,1,1,1,1,0,6897.2,0.026946
2,0,0,1,1,1,1,1,1,0,5475.1,0.032273
0,0,0,1,1,1,1,1,1,1,5001.6,0.038839
1,0,0,1,1,1,1,1,1,1,4386.9,0.040599
2,0,0,1,1,1,1,1,1,1,5061.0,0.036992
0,0,1,0,0,0,0,0,0,0,6765.1,0.024138
1,0,1,0,0,0,0,0,0,0,6833.5,0.023764
2,0,1,0,0,0,0,0,0,0,6783.1,0.024551
0,0,1,0,0,0,0,0,0,1,5637.6,0.030148
1,0,1,0,0,0,0,0,0,1,5749.0,0.03021
2,0,1,0,0,0,0,0,0,1,6178.5,0.035269
0,0,1,0,0,0,0,0,1,0,6808.8,0.024179
1,0,1,0,0,0,0,0,1,0,6866.6,0.024029
2,0,1,0,0,0,0,0,1,0,6873.2,0.023808
0,0,1,0,0,0,0,0,1,1,4689.1,0.041287
1,0,1,0,0,0,0,0,1,1,4962.6,0.039017
2,0,1,0,0,0,0,0,1,1,4220.5,0.040651
0,0,1,0,0,0,0,1,0,0,6875.5,0.024172
1,0,1,0,0,0,0,1,0,0,6809.7,0.023965
2,0,1,0,0,0,0,1,0,0,6799.3,0.024933
0,0,1,0,0,0,0,1,0,1,6004.5,0.038741
1,0,1,0,0,0,0,1,0,1,4790.3,0.038742
2,0,1,0,0,0,0,1,0,1,4908.3,0.039541
0,0,1,0,0,0,0,1,1,0,6939.9,0.023326
1,0,1,0,0,0,0,1,1,0,6910.9,0.023543
2,0,1,0,0,0,0,1,1,0,6957.1,0.02373
0,0,1,0,0,0,0,1,1,1,6195.1,0.033055
1,0,1,0,0,0,0,1,1,1,5086.3,0.035603
2,0,1,0,0,0,0,1,1,1,5896.2,0.034669
